종목코드,종목명,시장코드,테마
488980,SOL 26-12 회사채(AA-이상)액티브,KOSPI,ETF
489000,PLUS 일본엔화초단기국채(합성),KOSPI,ETF
489010,PLUS 글로벌AI인프라,KOSPI,ETF/AI
489030,PLUS 고배당주위클리커버드콜,KOSPI,ETF
489250,KODEX 미국배당다우존스,KOSPI,ETF
489290,WON 미국빌리어네어,KOSPI,기타
489790,한화비전,KOSPI,기타
489860,KIWOOM 글로벌전력GRID인프라,KOSPI,에너지
490090,TIGER 미국AI빅테크10,KOSPI,ETF/IT/AI
490330,KoAct 미국치매&뇌질환치료제액티브,KOSPI,기타
490480,SOL K방산,KOSPI,ETF/방산
490490,SOL 미국배당미국채혼합50,KOSPI,ETF
490590,RISE 미국AI밸류체인데일리고정커버드콜,KOSPI,AI
490600,RISE 미국배당100데일리고정커버드콜,KOSPI,기타
491010,TIGER 글로벌AI전력인프라액티브,KOSPI,ETF/에너지/AI
491090,KODEX 미국테크TOP3플러스,KOSPI,ETF/IT
491220,PLUS 200TR,KOSPI,ETF
491230,PLUS 국공채머니마켓액티브,KOSPI,ETF
491510,파워 K-주주가치액티브,KOSPI,기타
491610,1Q CD금리액티브(합성),KOSPI,기타
491620,RISE 미국테크100데일리고정커버드콜,KOSPI,IT
491630,RISE 미국반도체인버스(합성 H),KOSPI,반도체
491700,HK 200,KOSPI,ETF
491820,HANARO 전력설비투자,KOSPI,ETF/에너지/메타버스
491830,TIGER 미국AI반도체팹리스,KOSPI,ETF/반도체/AI
492500,1Q 현대차그룹채권(A+이상)&국고통안,KOSPI,기타
493420,SOL 미국배당다우존스2호,KOSPI,ETF
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,KOSPI,ETF/IT/AI
494180,TIME 글로벌소비트렌드액티브,KOSPI,기타
494210,SOL 미국500타겟데일리커버드콜액티브,KOSPI,ETF
494220,UNICORN SK하이닉스밸류체인액티브,KOSPI,기타
494300,KODEX 미국나스닥100데일리커버드콜OTM,KOSPI,ETF
494310,KODEX 반도체레버리지,KOSPI,ETF/반도체
494330,ACE 라이프자산주주가치액티브,KOSPI,ETF
494340,ACE 글로벌AI맞춤형반도체,KOSPI,ETF/반도체/AI
494410,PLUS 미국S&P500성장주,KOSPI,ETF
494420,PLUS 미국배당증가성장주데일리커버드콜,KOSPI,ETF
494670,TIGER 조선TOP10,KOSPI,ETF/조선
494840,TIGER 미국방산TOP10,KOSPI,ETF/방산
494890,KODEX 200액티브,KOSPI,ETF
495040,PLUS 코리아밸류업,KOSPI,ETF
495050,RISE 코리아밸류업,KOSPI,기타
495060,TIME 코리아밸류업액티브,KOSPI,기타
495230,KoAct 코리아밸류업액티브,KOSPI,기타
495330,1Q 코리아밸류업,KOSPI,기타
495550,SOL 코리아밸류업TR,KOSPI,ETF
495710,BNK 26-06 특수채(AAA이상)액티브,KOSPI,ETF
495750,HANARO 코리아밸류업,KOSPI,ETF/메타버스
495850,KODEX 코리아밸류업,KOSPI,ETF
495940,RISE 미국AI테크액티브,KOSPI,IT/AI
496020,WON 전단채플러스액티브,KOSPI,기타
496080,TIGER 코리아밸류업,KOSPI,ETF
496090,KIWOOM 코리아밸류업,KOSPI,기타
496120,ACE 코리아밸류업,KOSPI,ETF
496130,TRUSTON 코리아밸류업액티브,KOSPI,기타
496770,PLUS 글로벌방산,KOSPI,ETF/방산
497510,ACE 글로벌빅파마,KOSPI,ETF
497520,ACE 일라이릴리밸류체인,KOSPI,ETF
497570,TIGER 미국필라델피아AI반도체나스닥,KOSPI,ETF/반도체/AI
497780,KoAct 미국천연가스인프라액티브,KOSPI,기타
497880,SOL CD금리&머니마켓액티브,KOSPI,ETF
498050,HANARO 바이오코리아액티브,KOSPI,ETF/바이오/메타버스
498180,파워 종합채권(AA-이상)액티브,KOSPI,기타
498270,KIWOOM 미국양자컴퓨팅,KOSPI,기타
498400,KODEX 200타겟위클리커버드콜,KOSPI,ETF
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,KOSPI,ETF/금융
498610,RISE 인도디지털성장,KOSPI,IT
498860,RISE 코리아금융고배당,KOSPI,금융
499150,SOL 미국S&P500엔화노출(H),KOSPI,ETF
499660,TIGER CD금리플러스액티브(합성),KOSPI,ETF
499790,GS피앤엘,KOSPI,기타
950210,프레스티지바이오파마,KOSPI,바이오
500061,신한 인버스 코스피 200 선물 ETN,KOSPI,ETN
500063,신한 인버스 코스닥 150 선물 ETN,KOSPI,ETN
500067,신한 레버리지 10년 국채선물 ETN,KOSPI,ETN
500068,신한 인버스 2X 10년 국채선물 ETN,KOSPI,ETN
500069,신한 레버리지 코스피 200 선물 ETN,KOSPI,ETN
500070,신한 인버스 2X 코스피 200 선물 ETN,KOSPI,ETN
500071,신한 레버리지 코스닥 150 선물 ETN,KOSPI,ETN
500072,신한 인버스 2X 코스닥 150 선물 ETN,KOSPI,ETN
500078,신한 S&P 유로 선물 ETN(H),KOSPI,ETN
500079,신한 S&P 인버스 유로 선물 ETN(H),KOSPI,ETN
500080,신한 S&P 레버리지 유로 선물 ETN(H),KOSPI,ETN
500081,신한 S&P 인버스 2X 유로 선물 ETN(H),KOSPI,ETN
500082,신한 블룸버그 2X 천연가스 선물 ETN,KOSPI,ETN
500085,신한 코스피 200 TR ETN,KOSPI,ETN
500086,신한 코스닥 150 TR ETN,KOSPI,ETN
500087,신한 26-05 은행채(AAA) ETN,KOSPI,ETN/금융
500088,신한 2X 26-05 은행채(AAA) ETN,KOSPI,ETN/금융
500089,신한 26-05 공사채(AAA) ETN,KOSPI,ETN
500090,신한 2X 26-05 공사채(AAA) ETN,KOSPI,ETN
500091,신한 33-12 국고채 플러스 ETN,KOSPI,ETN
500093,신한 블룸버그 레버리지 WTI원유선물 ETN B,KOSPI,ETN
500094,신한 블룸버그 인버스2X WTI원유선물 ETN B,KOSPI,ETN
500095,신한 S&P500 VIX S/T 선물 ETN E,KOSPI,ETN
500096,신한 인버스2X 천연가스 선물 ETN B,KOSPI,ETN
500097,신한 레버리지 Russell 2000 ETN B,KOSPI,ETN
500098,신한 인버스 2X Russell 2000 ETN B,KOSPI,ETN
500099,신한 WTI원유 선물 ETN,KOSPI,ETN
500100,신한 금 선물 ETN,KOSPI,ETN
500035,신한 레버리지 미국달러 선물 ETN,KOSPI,ETN
500036,신한 인버스 2X 미국달러 선물 ETN,KOSPI,ETN
500020,신한 레버리지 다우존스지수 선물 ETN(H),KOSPI,ETN
500028,신한 인버스 2X 다우존스지수 선물 ETN(H),KOSPI,ETN
500050,신한 레버리지 S&P500 선물 ETN,KOSPI,ETN
500051,신한 인버스 2X S&P500 선물 ETN,KOSPI,ETN
500023,신한 콩 선물 ETN(H),KOSPI,ETN
500024,신한 인버스 콩 선물 ETN(H),KOSPI,ETN
500029,신한 레버리지 은 선물 ETN(H),KOSPI,ETN
500030,신한 인버스 2X 은 선물 ETN(H),KOSPI,ETN
500037,신한 레버리지 금 선물 ETN,KOSPI,ETN
500038,신한 인버스 2X 금 선물 ETN,KOSPI,ETN
500040,신한 레버리지 구리 선물 ETN,KOSPI,ETN
500041,신한 인버스 2X 구리 선물 ETN,KOSPI,ETN
510016,대신 천연가스 선물 ETN(H),KOSPI,ETN
510027,대신 인버스 2X 코스닥 150 선물 ETN,KOSPI,ETN
510043,대신 인버스 천연가스 선물 ETN(H) B,KOSPI,ETN
520037,미래에셋 코스피200 선물 ETN,KOSPI,ETN
520038,미래에셋 인버스 코스피200 선물 ETN,KOSPI,ETN
520039,미래에셋 코스닥150 선물 ETN,KOSPI,ETN
520040,미래에셋 인버스 코스닥150 선물 ETN,KOSPI,ETN
520046,미래에셋 레버리지 옥수수 선물 ETN,KOSPI,ETN
520047,미래에셋 인버스 2X 옥수수 선물 ETN,KOSPI,ETN
520054,미래에셋 레버리지 코스피200 선물 ETN,KOSPI,ETN
520055,미래에셋 인버스 2X 코스피200 선물 ETN,KOSPI,ETN
520056,미래에셋 레버리지 코스닥150 선물 ETN,KOSPI,ETN
520057,미래에셋 인버스 2X 코스닥150 선물 ETN,KOSPI,ETN
520064,미래에셋 2X 미국채울트라30년 선물 ETN,KOSPI,ETN
520065,미래에셋 -2X 미국채울트라30년 선물 ETN,KOSPI,ETN
520066,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,KOSPI,ETN
520068,미래에셋 2X 홍콩H 선물 ETN,KOSPI,ETN
520069,미래에셋 -2X 홍콩H 선물 ETN(H),KOSPI,ETN
520072,미래에셋 미국 AI TOP3 ETN,KOSPI,ETN/AI
520073,미래에셋 레버리지 미국 AI TOP3 ETN,KOSPI,ETN/AI
520074,미래에셋 미국 방위산업 TOP3 ETN,KOSPI,ETN
520075,미래에셋 레버리지 미국 방위산업 TOP3 ETN,KOSPI,ETN
520076,미래에셋 1.5X 천연가스 선물 ETN,KOSPI,ETN
520077,미래에셋 -1.5X 천연가스 선물 ETN,KOSPI,ETN
520078,미래에셋 미국 제약 TOP3 ETN,KOSPI,ETN/제약
520079,미래에셋 레버리지 미국 제약 TOP3 ETN,KOSPI,ETN/제약
520080,미래에셋 미국 테크&반도체 TOP3 ETN,KOSPI,ETN/반도체/IT
520081,미래에셋 2X 미국 테크&반도체 TOP3 ETN,KOSPI,ETN/반도체/IT
520082,미래에셋 미국 자율주행대표기업 ETN,KOSPI,ETN
520083,미래에셋 2X 미국 자율주행대표기업 ETN,KOSPI,ETN
520084,미래에셋 -2X 미국 자율주행대표기업 ETN,KOSPI,ETN
520085,미래에셋 -2X 미국 AI TOP3 ETN,KOSPI,ETN/AI
520086,미래에셋-0.5X S&P500 VIX S/T선물 ETN(H)B,KOSPI,ETN
520087,미래에셋 레버리지 KRX 금현물 ETN,KOSPI,ETN
520088,미래에셋 S&P500 VIX S/T 선물 ETN(H),KOSPI,ETN
520089,미래에셋 CAPE 실러 US Core Sector ETN,KOSPI,ETN
520090,미래에셋 천연가스 선물 ETN B,KOSPI,ETN
520091,미래에셋 인버스 천연가스 선물 ETN B,KOSPI,ETN
520092,미래에셋 레버리지 은 선물 ETN B,KOSPI,ETN
520093,미래에셋 인버스 2X 은 선물 ETN B,KOSPI,ETN
520094,미래에셋 CD금리 플러스 ETN,KOSPI,ETN
520097,미래에셋 1.5X S&P500 VIX S/T선물 ETN,KOSPI,ETN
520098,미래에셋 레버리지 반도체 ETN,KOSPI,ETN/반도체
520099,미래에셋 인버스 2X 반도체 ETN,KOSPI,ETN/반도체
530083,삼성 금 선물 ETN(H),KOSPI,ETN
530084,삼성 인버스 금 선물 ETN(H),KOSPI,ETN
530089,삼성 은 선물 ETN(H),KOSPI,ETN
530090,삼성 인버스 은 선물 ETN(H),KOSPI,ETN
530092,삼성 인버스 코스피 200 선물 ETN,KOSPI,ETN
530094,삼성 인버스 코스닥 150 선물 ETN,KOSPI,ETN
530095,삼성 구리 선물 ETN(H),KOSPI,ETN
530096,삼성 인버스 구리 선물 ETN(H),KOSPI,ETN
530104,삼성 레버리지 코스피200 선물 ETN,KOSPI,ETN
530105,삼성 인버스 2X 코스피200 선물 ETN,KOSPI,ETN
530106,삼성 레버리지 코스닥150 선물 ETN,KOSPI,ETN
530107,삼성 인버스 2X 코스닥150 선물 ETN,KOSPI,ETN
530112,삼성 S&P500 TR ETN,KOSPI,ETN
530113,삼성 레버리지 S&P500 선물 ETN,KOSPI,ETN
530114,삼성 인버스 2X S&P500 선물 ETN,KOSPI,ETN
530115,삼성 레버리지 나스닥 100 TR ETN,KOSPI,ETN
530116,삼성 인버스 2X 나스닥 100 TR ETN,KOSPI,ETN
530117,삼성 코스피 200 TR ETN,KOSPI,ETN
530118,삼성 코스닥 150 TR ETN,KOSPI,ETN
530119,삼성 레버리지 항셍테크 TR ETN(H) B,KOSPI,ETN/IT
530120,삼성 나스닥 100 TR ETN,KOSPI,ETN
530121,삼성 항셍테크 TR ETN(H) B,KOSPI,ETN/IT
530122,삼성 인버스 2X 항셍테크 TR ETN(H) B,KOSPI,ETN/IT
530123,삼성 일본니케이225선물 ETN(H),KOSPI,ETN
530124,삼성 레버리지 일본니케이225선물 ETN(H),KOSPI,ETN
530125,삼성 인버스 2X 일본니케이225선물 ETN(H),KOSPI,ETN
530126,삼성 코리아 밸류업 TR ETN,KOSPI,ETN
530127,삼성 미국다우존스 TR ETN,KOSPI,ETN
530128,삼성 레버리지 미국다우존스 선물 ETN,KOSPI,ETN
530129,삼성 인버스 2X 미국다우존스 선물 ETN,KOSPI,ETN
530130,삼성 S&P500 VIX S/T 선물 ETN B,KOSPI,ETN
530131,삼성 인버스0.5X S&P500 VIX S/T선물 ETN B,KOSPI,ETN
530132,삼성 블룸버그 WTI원유 선물 ETN B,KOSPI,ETN
530133,삼성 블룸버그 레버리지 WTI원유선물 ETN B,KOSPI,ETN
530134,삼성 블룸버그 인버스2X WTI원유선물 ETN B,KOSPI,ETN
530135,삼성 인버스 China A50 선물 ETN(H) B,KOSPI,ETN
530136,삼성 인버스 2X 천연가스 선물 ETN D,KOSPI,ETN
530137,삼성 KRX 2차전지 TOP10 TR ETN,KOSPI,ETN/2차전지
530138,삼성 KRX 레버리지 2차전지 TOP10 TR ETN,KOSPI,ETN/2차전지
530139,삼성 iSelect 조선 TOP10 TR ETN,KOSPI,ETN/조선
530140,삼성 iSelect 레버리지 조선 TOP10 TR ETN,KOSPI,ETN/조선
530141,삼성 중국 자동차 TOP5 TR ETN(H),KOSPI,ETN/자동차
530142,삼성 중국 AI 테크 TOP5 TR ETN(H),KOSPI,ETN/IT/AI
530143,삼성 인버스 2X 은 선물 ETN,KOSPI,ETN
530145,삼성 레버리지 천연가스 선물 ETN D,KOSPI,ETN
530067,삼성 KRX 금현물 ETN,KOSPI,ETN
530060,삼성 코스피 양매도 5% OTM ETN,KOSPI,ETN
530031,삼성 레버리지 WTI원유 선물 ETN,KOSPI,ETN
530036,삼성 인버스 2X WTI원유 선물 ETN,KOSPI,ETN
530055,삼성 레버리지 금 선물 ETN(H),KOSPI,ETN
530056,삼성 인버스 2X 금 선물 ETN(H),KOSPI,ETN
530061,삼성 레버리지 은 선물 ETN(H),KOSPI,ETN
530062,삼성 인버스 2X 은 선물 ETN(H),KOSPI,ETN
530063,삼성 레버리지 구리 선물 ETN(H),KOSPI,ETN
530064,삼성 인버스 2X 구리 선물 ETN(H),KOSPI,ETN
550062,N2 레버리지 금 선물 ETN(H),KOSPI,ETN
550063,N2 인버스 레버리지 금 선물 ETN(H),KOSPI,ETN
550064,N2 레버리지 은 선물 ETN(H),KOSPI,ETN
550069,N2 레버리지 구리 선물 ETN(H),KOSPI,ETN
550070,N2 인버스 레버리지 구리 선물 ETN(H),KOSPI,ETN
550082,N2 KIS CD금리투자 ETN,KOSPI,ETN
550084,N2 코스피 200 TR ETN,KOSPI,ETN
550085,N2 코스닥 150 TR ETN,KOSPI,ETN
550087,N2 선진국 1등주 ETN,KOSPI,ETN
550088,N2 월간 레버리지 선진국 1등주 ETN,KOSPI,ETN
550089,N2 월간 레버리지 코스피 200 선물 ETN,KOSPI,ETN
550091,N2 방위산업 Top5 ETN,KOSPI,ETN
550092,N2 월간 레버리지 방위산업 Top5 ETN,KOSPI,ETN
550093,N2 전력인프라 Top5 ETN,KOSPI,ETN/에너지
550095,N2 레버리지 국채10년 ETN,KOSPI,ETN
550096,N2 레버리지 국채30년 ETN,KOSPI,ETN
550097,N2 레버리지 코스닥150 선물 ETN,KOSPI,ETN
550098,N2 인버스 2X 코스닥150 선물 ETN,KOSPI,ETN
550099,N2 레버리지 천연가스 선물 ETN,KOSPI,ETN
550100,N2 인버스 2X 천연가스 선물 ETN,KOSPI,ETN
550041,N2 미국 IT TOP5 ETN(H),KOSPI,ETN/IT
550043,N2 인버스 레버리지 WTI원유 선물 ETN(H),KOSPI,ETN
570047,한투 FTSE100 ETN,KOSPI,ETN
570050,한투 S&P500선물 ETN,KOSPI,ETN
570051,한투 나스닥100 ETN,KOSPI,ETN
570055,한투 금선물 ETN,KOSPI,ETN
570056,한투 인버스금선물 ETN,KOSPI,ETN
570057,한투 은선물 ETN,KOSPI,ETN
570058,한투 인버스은선물 ETN,KOSPI,ETN
570059,한투 레버리지금선물 ETN,KOSPI,ETN
570060,한투 인버스2X금선물 ETN,KOSPI,ETN
570061,한투 레버리지은선물 ETN,KOSPI,ETN
570063,한투 베트남VN30선물 ETN(H),KOSPI,ETN
570064,한투 인버스베트남VN30선물 ETN(H),KOSPI,ETN
570065,한투 레버리지베트남VN30선물 ETN(H),KOSPI,ETN
570066,한투 인버스2X베트남VN30 선물 ETN(H),KOSPI,ETN
570069,한투 레버리지플래티넘선물 ETN,KOSPI,ETN
570070,한투 인버스2X플래티넘선물 ETN,KOSPI,ETN
570071,한투 구리선물 ETN,KOSPI,ETN
570072,한투 레버리지구리선물 ETN,KOSPI,ETN
570073,한투 인버스2X구리선물 ETN,KOSPI,ETN
570074,한투 유럽탄소배출권선물 ETN(H),KOSPI,ETN/ESG
570081,한투 레버리지코스닥150선물 ETN,KOSPI,ETN
570082,한투 인버스2X코스닥150선물 ETN,KOSPI,ETN
570085,한투 인도네시아대표원자재 ETN,KOSPI,ETN
570090,한투 KIS CD금리투자 ETN,KOSPI,ETN
570091,한투 인버스유로스탁스50 ETN(H) C,KOSPI,ETN
570092,한투 인버스2X유로스탁스50 ETN(H) B,KOSPI,ETN
570093,한투 레버리지천연가스선물 ETN B,KOSPI,ETN
570094,한투 일본엔선물 ETN C,KOSPI,ETN
570095,한투 레버리지일본엔선물 ETN C,KOSPI,ETN
570096,한투 인버스2X일본엔선물 ETN,KOSPI,ETN
570097,한투 엔달러선물 ETN(H),KOSPI,ETN
570098,한투 레버리지엔달러선물 ETN(H),KOSPI,ETN
570099,한투 인버스2X엔달러 선물 ETN(H),KOSPI,ETN
570100,한투 일본종합상사TOP5 ETN,KOSPI,ETN/유통
570101,한투 인버스나스닥100 ETN B,KOSPI,ETN
570102,한투 레버리지나스닥100 ETN B,KOSPI,ETN
570103,한투 인버스2X나스닥100 ETN B,KOSPI,ETN
570104,한투 일본니케이225선물 ETN(H),KOSPI,ETN
570105,한투 인버스일본니케이225선물 ETN(H),KOSPI,ETN
570106,한투 레버리지일본니케이225선물 ETN(H),KOSPI,ETN
570107,한투 인버스2X일본니케이225선물 ETN(H),KOSPI,ETN
570108,한투 레버리지국채30년 ETN,KOSPI,ETN
570109,한투 레버리지미국채30년 ETN,KOSPI,ETN
570110,한투 3X레버리지국채30년 ETN,KOSPI,ETN
570111,한투 3X레버리지미국채30년 ETN,KOSPI,ETN
570114,한투 S&P500 VIX S/T선물 ETN(H) B,KOSPI,ETN
570115,한투 인버스0.5X S&P500 VIX S/T선물 ETN B,KOSPI,ETN
570116,한투 레버리지WTI원유선물 ETN B,KOSPI,ETN
570117,한투 인버스2XWTI원유선물 ETN B,KOSPI,ETN
570118,한투 인버스2X천연가스선물 ETN B,KOSPI,ETN
570119,한투 인버스2X은선물 ETN,KOSPI,ETN
570019,한투 코스피양매도5%OTM ETN,KOSPI,ETN
570029,한투 코스피양매도3%OTM ETN,KOSPI,ETN
570022,한투 레버리지S&P500선물 ETN(H),KOSPI,ETN
570023,한투 인버스2XS&P500선물 ETN(H),KOSPI,ETN
580016,KB 레버리지 S&P 500 선물 ETN(H),KOSPI,ETN
580017,KB 인버스 2X S&P 500 선물 ETN,KOSPI,ETN
580019,KB 인버스 2X 항셍테크 선물 ETN,KOSPI,ETN/IT
580020,KB 천연가스 선물 ETN(H),KOSPI,ETN
580021,KB 인버스 천연가스 선물 ETN,KOSPI,ETN
580022,KB 레버리지 금 선물 ETN(H),KOSPI,ETN
580023,KB 인버스 2X 금 선물 ETN(H),KOSPI,ETN
580026,KB S&P 레버리지 은 선물 ETN(H),KOSPI,ETN
580032,KB 레버리지 구리 선물 ETN(H),KOSPI,ETN
580033,KB 인버스 2X 구리 선물 ETN(H),KOSPI,ETN
580034,KB 레버리지 FANG 플러스 ETN(H),KOSPI,ETN
580035,KB S&P 유럽탄소배출권 선물 ETN(H),KOSPI,ETN/ESG
580039,KB 레버리지 KOSPI 200 선물 ETN,KOSPI,ETN
580040,KB 인버스 2X KOSPI 200 선물 ETN,KOSPI,ETN
580043,KB 레버리지 KOSDAQ 150 선물 ETN,KOSPI,ETN
580044,KB 인버스 2X KOSDAQ 150 선물 ETN,KOSPI,ETN
580047,KB 레버리지 항셍테크 선물 ETN(H) B,KOSPI,ETN/IT
580048,KB 차이나 대형주 CSI 300 ETN,KOSPI,ETN
580049,KB 차이나 중형주 CSI 500 ETN,KOSPI,ETN
580050,KB 차이나 과창판 STAR 50 ETN,KOSPI,ETN/메타버스
580051,KB 레버리지 밀 선물 ETN,KOSPI,ETN
580052,KB 인버스 2X 밀 선물 ETN,KOSPI,ETN
580053,KB 레버리지 콩 선물 ETN,KOSPI,ETN
580054,KB 인버스 2X 콩 선물 ETN,KOSPI,ETN
580055,KB 블룸버그 레버리지 천연가스 선물 ETN,KOSPI,ETN
580056,KB 일본 로보틱스 TOP 10 ETN,KOSPI,ETN/로봇
580057,KB 일본 컨슈머 TOP 10 ETN,KOSPI,ETN
580058,KB KIS CD금리투자 ETN,KOSPI,ETN
580059,KB 미국채 10년 ETN,KOSPI,ETN
580060,KB 레버리지 미국채 10년 ETN,KOSPI,ETN
580061,KB 미국채 30년 ETN,KOSPI,ETN
580062,KB 레버리지 미국채 30년 ETN,KOSPI,ETN
580063,KB 레버리지 미국채 10년 선물 ETN,KOSPI,ETN
580064,KB 인버스 2X 미국채 10년 선물 ETN,KOSPI,ETN
580065,KB 코스닥 150 TR ETN,KOSPI,ETN
580066,KB 인도 대형 성장주 Select 5 ETN,KOSPI,ETN
580067,KB 인도 디지털 Select 5 ETN,KOSPI,ETN/IT
580068,KB S&P 레버리지 WTI원유 선물 ETN B,KOSPI,ETN
580069,KB S&P 인버스 2X WTI원유 선물 ETN B,KOSPI,ETN
580070,KB 레버리지 2차전지 TOP 10 TR ETN,KOSPI,ETN/2차전지
580071,KB 인버스 2X 천연가스 선물 ETN B,KOSPI,ETN
580072,KB 화웨이 밸류체인 ETN,KOSPI,ETN
580073,KB 레버리지 화웨이 밸류체인 ETN,KOSPI,ETN
580074,KB BYD 밸류체인 ETN,KOSPI,ETN
580075,KB 레버리지 BYD 밸류체인 ETN,KOSPI,ETN
580076,KB 레버리지 미국 나스닥 100 TR ETN B,KOSPI,ETN
580077,KB 인버스 2X 미국 나스닥 100 TR ETN B,KOSPI,ETN
580078,KB 은 선물 ETN,KOSPI,ETN
580079,KB 레버리지 은 선물 ETN,KOSPI,ETN
580080,KB 인버스 은 선물 ETN,KOSPI,ETN
580081,KB 인버스 2X 은 선물 ETN,KOSPI,ETN
580082,KB 레버리지 반도체 TOP10 TR ETN,KOSPI,ETN/반도체
580083,KB 레버리지 미국 S&P500 선물 ETN B,KOSPI,ETN
580084,KB 인버스 2X 미국 S&P500 선물 ETN B,KOSPI,ETN
580010,KB Wise 분할매매 ETN,KOSPI,ETN
610001,메리츠 인플레이션 국채 ETN,KOSPI,ETN/리츠
610003,메리츠 미국 인플레이션 국채 ETN(H),KOSPI,ETN/리츠
610007,메리츠 국채30년 ETN,KOSPI,ETN/리츠
610008,메리츠 레버리지 국채30년 ETN,KOSPI,ETN/리츠
610009,메리츠 인버스 국채30년 ETN,KOSPI,ETN/리츠
610012,메리츠 레버리지 금 선물 ETN(H),KOSPI,ETN/리츠
610013,메리츠 인버스 2X 금 선물 ETN(H),KOSPI,ETN/리츠
610018,메리츠 국채10년 ETN,KOSPI,ETN/리츠
610020,메리츠 인버스 국채10년 ETN,KOSPI,ETN/리츠
610022,메리츠 미국채10년 ETN(H),KOSPI,ETN/리츠
610023,메리츠 레버리지 미국채10년 ETN(H),KOSPI,ETN/리츠
610024,메리츠 인버스 미국채10년 ETN(H),KOSPI,ETN/리츠
610025,메리츠 인버스 2X 미국채10년 ETN(H),KOSPI,ETN/리츠
610028,메리츠 레버리지 구리 선물 ETN(H),KOSPI,ETN/리츠
610029,메리츠 인버스 2X 구리 선물 ETN(H),KOSPI,ETN/리츠
610030,메리츠 S&P 유럽탄소배출권 선물 ETN(H),KOSPI,ETN/리츠/ESG
610034,메리츠 대표 농산물 선물 ETN(H),KOSPI,ETN/리츠
610035,메리츠 레버리지 대표 농산물 선물 ETN(H),KOSPI,ETN/리츠
610036,메리츠 인버스 2X 대표 농산물 선물 ETN(H),KOSPI,ETN/리츠
610037,메리츠 미국채30년 ETN(H),KOSPI,ETN/리츠
610038,메리츠 레버리지 미국채30년 ETN(H),KOSPI,ETN/리츠
610039,메리츠 인버스 미국채30년 ETN(H),KOSPI,ETN/리츠
610040,메리츠 인버스 2X 미국채30년 ETN(H),KOSPI,ETN/리츠
610045,메리츠 국채3년 ETN,KOSPI,ETN/리츠
610047,메리츠 인버스 국채3년 ETN,KOSPI,ETN/리츠
610049,메리츠 국채5년 ETN,KOSPI,ETN/리츠
610051,메리츠 인버스 국채5년 ETN,KOSPI,ETN/리츠
610055,메리츠 3X 레버리지 국채3년 ETN,KOSPI,ETN/리츠
610056,메리츠 인버스 3X 국채3년 ETN,KOSPI,ETN/리츠
610057,메리츠 3X 레버리지 국채5년 ETN,KOSPI,ETN/리츠
610058,메리츠 인버스 3X 국채5년 ETN,KOSPI,ETN/리츠
610059,메리츠 3X 레버리지 국채10년 ETN,KOSPI,ETN/리츠
610060,메리츠 인버스 3X 국채10년 ETN,KOSPI,ETN/리츠
610061,메리츠 3X 레버리지 국채30년 ETN,KOSPI,ETN/리츠
610062,메리츠 인버스 3X 국채30년 ETN,KOSPI,ETN/리츠
610063,메리츠 KIS CD금리투자 ETN,KOSPI,ETN/리츠
610064,메리츠 KAP 통안채 6개월 ETN,KOSPI,ETN/리츠
610066,메리츠 KAP 통안채 3개월 ETN,KOSPI,ETN/리츠
610067,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,KOSPI,ETN/리츠
610068,메리츠 KAP 일본 엔화 ETN,KOSPI,ETN/리츠
610069,메리츠 KAP 레버리지 일본 엔화 ETN,KOSPI,ETN/리츠
610070,메리츠 KAP 인버스 2X 일본 엔화 ETN,KOSPI,ETN/리츠
610071,메리츠 KAP 중국 위안화 ETN,KOSPI,ETN/리츠
610072,메리츠 KAP 레버리지 중국 위안화 ETN,KOSPI,ETN/리츠
610073,메리츠 KAP 인버스 2X 중국 위안화 ETN,KOSPI,ETN/리츠
610074,메리츠 미국채10년 ETN,KOSPI,ETN/리츠
610075,메리츠 3X 레버리지 미국채10년 ETN,KOSPI,ETN/리츠
610076,메리츠 인버스 3X 미국채10년 ETN,KOSPI,ETN/리츠
610077,메리츠 미국채30년 ETN,KOSPI,ETN/리츠
610078,메리츠 3X 레버리지 미국채30년 ETN,KOSPI,ETN/리츠
610079,메리츠 인버스 3X 미국채30년 ETN,KOSPI,ETN/리츠
610080,메리츠 멕시코 페소화 ETN,KOSPI,ETN/리츠
610081,메리츠 레버리지 멕시코 페소화 ETN,KOSPI,ETN/리츠
610082,메리츠 인도 루피화 ETN,KOSPI,ETN/리츠
610083,메리츠 레버리지 인도 루피화 ETN,KOSPI,ETN/리츠
610084,메리츠 미국채30년 스트립 ETN(H),KOSPI,ETN/리츠
610085,메리츠 레버리지 미국채30년 스트립 ETN(H),KOSPI,ETN/리츠
610086,메리츠 인버스2X 미국채30년 스트립 ETN(H),KOSPI,ETN/리츠
610087,메리츠 WTI원유 선물 ETN(H),KOSPI,ETN/리츠
610088,메리츠 레버리지 WTI원유 선물 ETN(H),KOSPI,ETN/리츠
610089,메리츠 인버스 2X WTI원유 선물 ETN(H),KOSPI,ETN/리츠
610090,메리츠 일본 국채 10년 ETN,KOSPI,ETN/리츠
610091,메리츠 3X 레버리지 일본 국채 10년 ETN,KOSPI,ETN/리츠
